lp,RSPO,REGON,nip,Nazwa szkoły,Powiat,Gmina,Miejscowość,Ulica,Numer domu,tel.,email,Numer telefonu kontaktowego do organu prowadzącego,Adres e-mail do organu prowadzącego,Adres witryny internetowej organu prowadzącego (jeżeli nie posiada należy wpisać „nie posiada”),ORGAN regon,ORGAN nip,REGON szkoły,Numer szkoły w Rejestrze Szkół i Placówek Oświatowych (RSPO),Numer telefonu kontaktowego do szkoły,Adres kontaktowy e-mail do szkoły,Adres witryny internetowej szkoły (jeżeli nie posiada należy wpisać „nie posiada”),Imię dyr.,Nazwisko dyr.,Imię wice,Nazwisko wice,Dziewczęta w szkole w klasach IV - VIII,Chłopcy w szkole w klasach IV - VIII,suma,grupa
603,88161,240187,8161525427,SZKOŁA PODSTAWOWA NR 2 IM. WŁADYSŁAWA BRONIEWSKIEGO W LEŻAJSKU,leżajski,Leżajsk,Leżajsk,ul. Adama Mickiewicza,51,172421754,sp2@zsp2-lezajsk.pl,172427333,uml@miastolezajsk.pl,www.miastolezajsk.pl,690581703,,240187,88161,123725,603@mail.pl,172421754,Maciej,Zięba,brak,brak,154,163,317,duża
604,88174,1198286,6842350005,SZKOŁA PODSTAWOWA IM. POLSKICH NOBLISTÓW W KRÓLIKU POLSKIM,krośnieński,Rymanów,Królik Polski,ul. Bieszczadzka,137,,zspkrolikpolski@rymanow.pl,134355126,zeas@rymanow.pl,rymanow.pl,370440590,,1198286,88174,123726,604@mail.pl,www.zspkp.pl,Edyta,Drozd-Ulijasz,brak,brak,19,19,38,mała
605,88218,691556311,8161538039,SZKOŁA PODSTAWOWA NR 3 IM. KS. KARDYNAŁA STEFANA WYSZYŃSKIEGO W LEŻAJSKU,leżajski,Leżajsk,Leżajsk,ul. 11 Listopada,8,,sp3lezajsk@gmail.com,172427333,uml@miastolezajsk.pl,www.miastolezajsk.pl,690581703,,691556311,88218,123727,605@mail.pl,sp3lezajsk.pl,Stanisław,Flis,brak,brak,75,89,164,średnia
606,88241,555465,0,PUBLICZNA SZKOŁA PODSTAWOWA W ULANOWIE,niżański,Ulanów,Ulanów,ul. Tadeusza Buli,3,,zsulanow1@gmail.com,158763041,sekretariat@ulanow.pl,https://www.ulanow.pl,830409488,,555465,88241,123728,606@mail.pl,spulanow.pl,Anna,Duma,brak,brak,50,53,103,mała
607,88453,1214298,6871702056,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W PISAROWCACH,sanocki,Sanok,Pisarowce,,92,,szkolapisarowce@gminasanok.pl,48134656551,sapo@gminasanok.pl,gminasanok.pl,370440749,,1214298,88453,123729,607@mail.pl,pisarowce.szkolnastrona.pl,Agnieszka,Grębowiec,brak,brak,11,16,27,mała
608,88457,1198211,6842349982,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KLIMKÓWCE,krośnieński,Rymanów,Klimkówka,ul. Zdrojowa,49,,zspklimkowka@rymanow.pl,134355126,zeas@rymanow.pl,rymanow.pl,370440590,,1198211,88457,123730,608@mail.pl,spklimkowka.edupage.org,Agnieszka,Kozieja,brak,brak,39,37,76,mała
609,88796,1133424,8191280433,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W STRASZYDLU,rzeszowski,Lubenia,Straszydle,,155,,spstraszydle@gmail.com,178503914,ug@lubenia.pl,https://samorzad.gov.pl/web/gmina-lubenia,690582128,,1133424,88796,123731,609@mail.pl,https://spstraszydle.edupage.org/,Marcin,Bieńko,brak,brak,46,47,93,mała
610,88915,180913910,6852005385,NIEPUBLICZNA SZKOŁA PODSTAWOWA W GLINIKU POLSKIM,jasielski,Tarnowiec,Glinik Polski,,83,134255567,sp-glinikpolski@wp.pl,531873122,nsproztoki@interia.eu,brak,180675014,,180913910,88915,123732,610@mail.pl,nspglinikpolski.pl,Katarzyna,Nowak-Maluchnik,brak,brak,11,14,25,mała
611,88944,180913927,6852005304,NIEPUBLICZNA SZKOŁA PODSTAWOWA W ROZTOKACH,jasielski,Tarnowiec,Roztoki,,80,134424021,nsproztoki@interia.eu,531873122,nsproztoki@interia.eu,nie posiada,180675014,,180913927,88944,123733,611@mail.pl,nie posiada,JOANNA,Czerkowicz,brak,brak,14,10,24,mała
612,89023,663261,7941781944,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ADAMÓWCE,przeworski,Adamówka,Adamówka,,26,,ada_szkola@wp.pl,166229001,gmina@adamowka.pl,www.adamowka.pl,650900660,,663261,89023,123734,612@mail.pl,www.spadamowka.edupage.org,Józef,Tymcio,brak,brak,55,57,112,mała
613,89026,1207230,7941777948,SZKOŁA PODSTAWOWA IM. BŁ. KS. JERZEGO POPIEŁUSZKI W MAJDANIE SIENIAWSKIM,przeworski,Adamówka,Majdan Sieniawski,,197,,spmajdan@o2.pl,168889687,gmina@adamowka.pl,https://www.adamowka.pl,650900660,,1207230,89026,123735,613@mail.pl,https://spmajdansieniawski.pl,Małgorzata,Kurecka,brak,brak,27,43,70,mała
614,89047,180391860,6871852229,SZKOŁA PODSTAWOWA IM. IGNACEGO ŁUKASIEWICZA W STRACHOCINIE,sanocki,Sanok,Strachocina,,341,134625100,spstrachocina@gminasanok.pl,134656585,sapo@gminasanok.pl,https://gminasanok.pl,370440749,,180391860,89047,123736,614@mail.pl,spstrachocina.szkolnastrona.pl,Andrzej,Pyzik,brak,brak,20,24,44,mała
615,89393,1139510,8141534386,SZKOŁA PODSTAWOWA IM.GENERAŁA BRONISŁAWA KWIATKOWSKIEGO W MAZURACH,kolbuszowski,Raniżów,Mazury,,128,,zpomazury@interia.pl,172285702,zeas_ranizow@wp.pl,www.ranizow.pl,690581689,,1139510,89393,123737,615@mail.pl,spmazury.szkolna.net,Renata,Świstak,brak,brak,10,24,34,mała
616,89399,561626,6020131889,PUBLICZNA SZKOŁA PODSTAWOWA W HARASIUKACH,niżański,Harasiuki,Harasiuki,ul. Długa,21,,zsharasiuki@wp.pl,158791306,sekretariat@harasiuki.pl,https://harasiuki.pl/,830409376,6020017515,561626,89399,123738,616@mail.pl,pspharasiuki.superszkolna.pl,Renata,Wójtowicz,brak,brak,37,45,82,mała
617,89401,1187510,6020131872,PUBLICZNA SZKOŁA PODSTAWOWA W HUCIE KRZESZOWSKIEJ,niżański,Harasiuki,Huta Krzeszowska,ul. Długa,6,,zshutakrzeszowska@wp.pl,158791306,sekretariat@harasiuki.pl,www.harasiuki.pl,830409376,6020017515,1187510,89401,123739,617@mail.pl,psphutakrzeszowska.szkolnastrona.pl,Helena,Filipowicz,brak,brak,35,34,69,mała
618,89505,370474926,6842349976,SZKOŁA PODSTAWOWA W SIENIAWIE,krośnieński,Rymanów,Sieniawa,ul. Kwiatowa,15,134359038,zspsieniawa@rymanow.pl,134355006,gmina@rymanow.pl,www.rymanow.pl,370440590,,370474926,89505,123740,618@mail.pl,https://spsieniawa.edupage.org,Piotr,Szopa,brak,brak,53,38,91,mała
619,89686,1198263,6842349953,SZKOŁA PODSTAWOWA IM. KS. KARDYNAŁA STEFANA WYSZYŃSKIEGO WE WRÓBLIKU SZLACHECKIM,krośnieński,Rymanów,Wróblik Szlachecki,ul. Szkolna,5,134358127,zspwroblikszlachecki@rymanow.pl,134355126,zeas@rymanow.pl,www.rymanow.pl,370440590,,1198263,89686,123741,619@mail.pl,www.spwroblik.pl,Katarzyna,Pipka,brak,brak,41,35,76,mała
620,90660,370474145,6842190406,SZKOŁA PODSTAWOWA IM. EDMUNDA ŁOZIŃSKIEGO W POTOKU,krośnieński,Jedlicze,Potok,,73,,zspotok@jedlicze.pl,134352207,ug@jedlicze.pl,https://jedlicze.pl/,370440554,6842363189,370474145,90660,123742,620@mail.pl,https://sppotok.jedlicze.pl/,Agata,Świtalska,brak,brak,24,27,51,mała
621,90863,691681890,0,SZKOŁA PODSTAWOWA IM. ŚW. JANA KANTEGO W WYSOKIEJ GŁOGOWSKIEJ,rzeszowski,Głogów Małopolski,Wysoka Głogowska,,299,177897340,zs_wysokagl@glogow-mlp.pl,177897000,umig@glogow-mlp.pl,www.glogow-mlp.pl,690582074,,691681890,90863,123743,621@mail.pl,zswg.pl,Jolanta,Rybka,brak,brak,54,79,133,średnia
622,90902,1214269,6871702145,SZKOŁA PODSTAWOWA W TREPCZY,sanocki,Sanok,Trepcza,ul. Sanocka,16,134644551,sptrepcza@gminasanok.pl,134656585,sapo@gminasanok.pl,https://gminasanok.pl/,370440749,,1214269,90902,123744,622@mail.pl,https://sptrepcza.gminasanok.pl/,Maria,Leśniak,brak,brak,30,34,64,mała
623,91623,180917552,8672155279,PUBLICZNA KATOLICKA SZKOŁA PODSTAWOWA,m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,ul. Stanisława Jachowicza,4a,158237554,sekretariat.katoliktbg@gmail.com,48158237551,sekretariat.katoliktbg@gmail.com,nie posiada,40017713,,180917552,91623,123745,623@mail.pl,http://www.katoliksp.tbg.net.pl/,Joanna,Marciak,brak,brak,32,32,64,mała
624,92166,691681849,0,SZKOŁA PODSTAWOWA NR 35 W RZESZOWIE,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Pogwizdowska,139,,sekretariat@zszp12.resman.pl,178754588,edukacja@erzeszow.pl,https://www.erzeszow.pl/,690581353,,691681849,92166,123746,624@mail.pl,https://zszp12.resman.pl/,Krystyna,Fudali,brak,brak,41,36,77,mała
625,92256,1178177,0,PUBLICZNA SZKOŁA PODSTAWOWA NR 4 W NISKU,niżański,Nisko,Nisko,ul. Henryka Dąbrowskiego,8,158412363,psp4nisko@wp.pl,158415643,ugim@nisko.pl,https://www.nisko.pl/,830409442,,1178177,92256,123747,625@mail.pl,https://zsp1nisko.pl/,Alina,Biernacka,brak,brak,25,37,62,mała
626,92290,919200,8651705220,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 W NISKU IM.GEN.STANISŁAWA DĄBKA,niżański,Nisko,Nisko,ul. Juliusza Słowackiego,10,,psp1nisko@poczta.fm,158415648,ugim@nisko.pl,www.nisko.pl,830409442,,919200,92290,123748,626@mail.pl,www.psp1nisko.szkolnastrona.pl,Beata,Weiss,brak,brak,93,91,184,średnia
627,92297,741334,6852328289,SZKOŁA PODSTAWOWA IM. T. KOŚCIUSZKI W TARNOWCU,jasielski,Tarnowiec,Tarnowiec,,230,134255563,szkola@tarnowiec.eu,134255500,ugtarnowiec@ugtarnowiec.pl,www.tarnowiec.eu,370440399,,741334,92297,123749,627@mail.pl,www.szkola.tarnowiec.eu,Urszula,Janeczko,brak,brak,72,77,149,średnia
628,92302,1213689,6852328349,SZKOŁA PODSTAWOWA W ŁUBNIE SZLACHECKIM,jasielski,Tarnowiec,Łubno Szlacheckie,,109,134423001,splubno@onet.pl,134255500,ugtarnowiec@ugtarnowiec.pl,www.tarnowiec.eu,370440399,,1213689,92302,123750,628@mail.pl,www.splubno.pl,Bogusław,Nizińska,brak,brak,15,29,44,mała
629,92460,691677670,0,SZKOŁA PODSTAWOWA GIEDLAROWA,leżajski,Leżajsk,Giedlarowa,,320,172425166,zsgiedlarowa@poczta.gminalezajsk.pl,172406200,www.oswiata@poczta.gminalezajsk.pl,www.gminalezajsk.pl,690581732,,691677670,92460,123751,629@mail.pl,www.zsgiedlarowa.pl,Lidia,Benewiat,brak,brak,84,99,183,średnia
630,92461,1131336,8161574012,SZKOŁA PODSTAWOWA STARE MIASTO,leżajski,Leżajsk,Stare Miasto,,177a,172420695,spstarem@poczta.gminalezajsk.pl,1724206200,oswiata@poczta.gminalezajsk.pl,WWW.gminalezajsk.pl ,690581732,,1131336,92461,123752,630@mail.pl,https://spstaremiasto.gminalezajsk.pl/,Jan,Majka,brak,brak,29,33,62,mała
631,92462,1131313,8161525491,SZKOŁA PODSTAWOWA W PISKOROWICACH,leżajski,Leżajsk,Piskorowice,,106,172420779,piskorowice_zsp@poczta.onet.pl,,oswiata@poczta.gminalezajak.pl,https://samorzad.gov.pl/web/gmina-lezajsk,690581732,,1131313,92462,123753,631@mail.pl,www.sppiskorowice.pl,Dariusz,Zięba,brak,brak,22,23,45,mała
632,92463,1133393,8161525522,SZKOŁA POSTAWOWA WIERZAWICE,leżajski,Leżajsk,Wierzawice,,396,172424139,zswierzawice@interia.pl,172406200,sekretariat@poczta.gminalezajsk.pl,https://samorzad.gov.pl/web/gmina-lezajsk,690581732,,1133393,92463,123754,632@mail.pl,http://zswierzawice.pl,Adam,Drozd-Ulijasz,brak,brak,91,98,189,średnia
633,92464,1131260,8161523291,SZKOŁA PODSTAWOWA BRZÓZA KRÓLEWSKA,leżajski,Leżajsk,Brzóza Królewska,,484,172401212,zsbrzozak@op.pl,172406201,oswiata@poczta.gminalezajsk.pl,samorzad.gov.pl/web/gmina-lezajsk,690581732,,1131260,92464,123755,633@mail.pl,www.zsbrzozakrolewska.gminalezajsk.pl,Marian,Flis,brak,brak,100,121,221,średnia
634,92555,1131282,8161525516,SZKOŁA PODSTAWOWA DĘBNO,leżajski,Leżajsk,Dębno,,200a,172429041,zsdebno@poczta.gminalezajsk.pl,172406200,oswiata@poczta.gminalezajsk.pl,https://samorzad.gov.pl/web/gmina-lezajsk,690581732,,1131282,92555,123756,634@mail.pl,zsdebno.edu.pl,Anna,Duma,brak,brak,21,32,53,mała
635,93096,1197938,0,SZKOŁA PODSTAWOWA IM. ŚW. MAKSYMILIANA KOLBEGO W WRÓBLOWEJ,jasielski,Brzyska,Wróblowa,,36,,szkola_wroblowa@interia.pl,134460105,gmina@brzyska.pl,www.brzyska.pl,370440270,,1197938,93096,123757,635@mail.pl,www.zspwroblowa.pl,Wojciech,Grębowiec,brak,brak,19,23,42,mała
636,103640,1214230,6871701944,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W DOBREJ,sanocki,Sanok,Dobra,,48,,spdobra@gminasanok.pl,134656585,sapo@gminasanok.pl,https://gminasanok.pl/,370440749,,1214230,103640,123758,636@mail.pl,https://spdobra.sanok.pl/,Anna,Kozieja,brak,brak,19,13,32,mała
637,103674,576964,0,SZKOŁA PODSTAWOWA W SOKOŁOWIE MAŁOPOLSKIM,rzeszowski,Sokołów Małopolski,Sokołów Małopolski,ul. Lubelska,41,,zsjp2sokolowmlp@wp.pl,177729019,ugim@sokolow-mlp.pl,www.sokolow-mlp.pl,690582134,,576964,103674,123759,637@mail.pl,www.zsjp2sokolowmlp.pl,Ireneusz,Bieńko,brak,brak,173,173,346,duża
638,104689,1208234,7941688280,SZKOŁA PODSTAWOWA IM. GEN. ANTONIEGO CHRUŚCIELA PS. MONTER W GNIEWCZYNIE ŁAŃCUCKIEJ,przeworski,Tryńcza,Gniewczyna Łańcucka,,608,,spgniewczyna@wp.pl,166421221,ug.tryncza@data.pl,https://tryncza.eu/,650900565,7941691460,1208234,104689,123760,638@mail.pl,www.zsgniewczyna.pl,Jadwiga,Nowak-Maluchnik,brak,brak,75,74,149,średnia
639,104772,1131566,8133198241,SZKOŁA PODSTAWOWA NR 1 W NIENADÓWCE,rzeszowski,Sokołów Małopolski,Nienadówka,,686,177712319,zs1_nka@wp.pl,177729019,ugim@sokolow-mlp.pl,https://sokolow-mlp.pl/,690582134,,1131566,104772,123761,639@mail.pl,https://zs1nienadowka.szkolna.net/,Anna,Czerkowicz,brak,brak,45,59,104,mała
640,104776,663249,7941688297,SZKOŁA PODSTAWOWA IM. ŚW. JANA KANTEGO W TRYŃCZY,przeworski,Tryńcza,Tryńcza,,129,,pgtryncza@wp.pl,166421221,ug.tryncza@data.pl,www.tryncza.eu,650900565,7941691460,663249,104776,123762,640@mail.pl,https://sptryncza.szkolna.net,Elżbieta,Tymcio,brak,brak,64,71,135,średnia
641,104789,1197602,0,SZKOŁA PODSTAWOWA IM. PROF. JULIANA KRZYŻANOWSKIEGO W ZESPOLE SZKÓŁ W BUKOWSKU,sanocki,Bukowsko,Bukowsko,,142,,ZSBUKOWSKO@OP.PL,134674015,sekretariat@bukowsko.pl,bukowsko.pl,370440732,,1197602,104789,123763,641@mail.pl,zsbukowsko.bukowsko.pl,Andrzej,Kurecka,brak,brak,63,76,139,średnia
642,104815,1131550,8133198301,SZKOŁA PODSTAWOWA NR 2 IM. IGNACEGO PARTYKI W GÓRNIE,rzeszowski,Sokołów Małopolski,Górno,ul. Zaborze,51,,szkolazaborze@op.pl,177729019,ugim@sokolow-mlp.pl,https://sokolow-mlp.pl,690582134,,1131550,104815,123764,642@mail.pl,www.sp2gorno.wist.com.pl,Zofia,Pyzik,brak,brak,14,12,26,mała
643,104856,1197631,0,SZKOŁA PODSTAWOWA W ZESPOLE SZKÓŁ IM.JANA PAWŁA II W POBIEDNIE,sanocki,Bukowsko,Pobiedno,,105,,zspobiedno@interia.pl,134674015,sekretariat@bukowsko.pl,https://www.bukowsko.pl/,370440732,,1197631,104856,123765,643@mail.pl,https://zspobiedno.bukowsko.pl/,Katarzyna ,Świstak,brak,brak,39,52,91,mała
644,104866,1197619,0,SZKOŁA PODSTAWOWA IMIENIA BŁ. O. ANASTAZEGO PANKIEWICZA W ZESPOLE SZKÓŁ W NOWOTAŃCU,sanocki,Bukowsko,Nowotaniec,,77,,nowotaniec@poczta.onet.pl,134674015,sekretariat@bukowsko.pl,bukowsko.pl,370440732,,1197619,104866,123766,644@mail.pl,zsnowotaniec.bukowsko.pl,Anna,Wójtowicz,brak,brak,37,42,79,mała
645,104871,803064,8151192668,SZKOŁA PODSTAWOWA NR 2 IM. KS. JANA TWARDOWSKIEGO W ŁAŃCUCIE,łańcucki,Łańcut,Łańcut,ul. Tadeusza Kościuszki,17,,sp2lancut@wp.pl,172252020,urzad@um-lancut.pl,www.lancut.pl,690581755,,803064,104871,123767,645@mail.pl,sp2lancut.edupage.pl,Agnieszka,Filipowicz,brak,brak,149,208,357,duża
646,104944,803058,8151098053,SZKOŁA PODSTAWOWA NR 3 IM. 10 PUŁKU STRZELCÓW KONNYCH W ŁAŃCUCIE,łańcucki,Łańcut,Łańcut,ul. 29 Listopada,21,172252434,sp3lancut@poczta.onet.pl,172252020,urzad@um-lancut.pl,29 Listopada,690581755,,803058,104944,123768,646@mail.pl,29 Listopada,Alina,Szopa,brak,brak,109,114,223,średnia
647,105016,1131595,8133198258,SZKOŁA PODSTAWOWA NR 2 IM. ŚW. STANISŁAWA KOSTKI W TRZEBOSI,rzeszowski,Sokołów Małopolski,Trzeboś,ul. Podlas,29,,sp2trzebos@wp.pl,177729019,ugim@sokolow-mlp.pl,"Trzeboś, ul. Podlas 29",690582134,,1131595,105016,123769,647@mail.pl,sp2trzebos.edupage.org,Bożena,Pipka,brak,brak,21,19,40,mała
648,105047,691679195,0,SZKOŁA PODSTAWOWA NR 1 W ZESPOLE SZKÓŁ IM. KS. M. LACHORA W GÓRNIE,rzeszowski,Sokołów Małopolski,Górno,ul. Centralna,14,,zsgorno@wp.pl,177729019,ugim@sokolow-mlp.pl,https://sokolow-mlp.pl/,690582134,,691679195,105047,123770,648@mail.pl,www.szkolagorno.eu,Teresa,Świtalska,brak,brak,33,38,71,mała
649,105201,1131626,8133198270,SZKOŁA PODSTAWOWA W WÓLCE NIEDŹWIEDZKIEJ,rzeszowski,Sokołów Małopolski,Wólka Niedźwiedzka,,400,,zswn1@op.pl,177729019,ugim@sokolow-mlp.pl,www.https://sokolow-mlp.pl,690582134,,1131626,105201,123771,649@mail.pl,www.zswn.szkolna.net,Ewa,Rybka,brak,brak,46,51,97,mała
650,105246,1208240,7941688274,SZKOŁA PODSTAWOWA IM. OJCA ŚWIĘTEGO JANA PAWŁA II W GORZYCACH,przeworski,Tryńcza,Gorzyce,,284,,gorzyce_gimna@poczta.onet.pl,166421221,ug.tryncza@data.pl,https://tryncza.eu/,650900565,7941691460,1208240,105246,123772,650@mail.pl,https://sp-gorzyce.szkolna.net/,Izabela,Leśniak,brak,brak,77,53,130,średnia
651,105526,691679166,0,SZKOŁA PODSTAWOWA NR 2 W NIENADÓWCE,rzeszowski,Sokołów Małopolski,Nienadówka,,788,177725341,zs2_nka@wp.pl,177729019,ugim@sokolow-mlp.pl,https://sokolow-mlp.pl/,690582134,,691679166,105526,123773,651@mail.pl,https://zs2nka.szkolna.net/,Andrzej,Marciak,brak,brak,25,23,48,mała
652,105697,1131589,8133198376,SZKOŁA PODSTAWOWA NR 1 IM. BŁ. BRONISŁAWA MARKIEWICZA W TRZEBOSI,rzeszowski,Sokołów Małopolski,Trzeboś,ul. Kościelna,1,,zs_trzebos@op.pl,177729019,ugim@sokolow-mlp.pl,https://sokolow-mlp.pl/,690582134,,1131589,105697,123774,652@mail.pl,https://zstrzebos.edupage.org/,Lucyna,Fudali,brak,brak,75,88,163,średnia
653,105723,1208257,7941557833,SZKOŁA PODSTAWOWA W JAGIELLE,przeworski,Tryńcza,Jagiełła,,275,,zspipsjagiella@poczta.onet.eu,166421221,ug.tryncza@data.pl,www.tryncza.eu,650900565,7941691460,1208257,105723,123775,653@mail.pl,www.jagiella.szkolna.net,Andrzej,Biernacka,brak,brak,29,21,50,mała
654,105988,1132146,8132675271,SZKOŁA PODSTAWOWA W BIAŁCE,rzeszowski,Błażowa,Białka,,175,,sp_bialka2@wp.pl,172297119,aw@blazowa.com.pl,www.blazowa.com.pl,690581991,8133299999,1132146,105988,123776,654@mail.pl,www.spbialka2.szkolnastrona.pl,Teresa,Weiss,brak,brak,11,8,19,mała
655,106075,1132152,8132858793,SZKOŁA PODSTAWOWA IM.ARMII KRAJOWEJ W BŁAŻOWEJ DOLNEJ,rzeszowski,Błażowa,Błażowa Dolna,,196,,spdolna@intertele.pl,172297119,blazowa@blazowa.itl.pl,https://www.blazowa.com.pl/,690581991,8133299999,1132152,106075,123777,655@mail.pl,https://spdolna.edupage.org/,Janusz,Janeczko,brak,brak,26,29,55,mała
656,106190,1132175,8132675673,SZKOŁA PODSTAWOWA IM.ŚW. JANA KANTEGO W FUTOMIE,rzeszowski,Błażowa,Futoma,,168,172297446,spfut@spfutoma.ostnet.pl,172297119,gmina@blazowa.com.pl,https://blazowa.com.pl/,690581991,8133299999,1132175,106190,123778,656@mail.pl,www.spfutoma.ostnet.pl,Zdzisław,Nizińska,brak,brak,21,22,43,mała
657,106279,1207714,7931431697,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W MŁODOWIE,lubaczowski,Lubaczów,Młodów,ul. Szkolna,48,166321791,zsp-mlodow@lubaczow.com.pl,166321684,urzad@gminalubaczow.pl,https://www.gminalubaczow.pl/,650900654,7931505013,1207714,106279,123779,657@mail.pl,https://www.zspmlodow.pl,Halina,Benewiat,brak,brak,59,62,121,średnia
658,106315,1132198,8132675733,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYNSKIEGO W LECCE,rzeszowski,Błażowa,Lecka,,230,,splecka230@wp.pl,172297119,gmina@blazowa.com.pl,https://blazowa.com.pl,690581991,8133299999,1132198,106315,123780,658@mail.pl,www.splecka.pl,Agnieszka,Majka,brak,brak,17,20,37,mała
659,106508,803041,0,SZKOŁA PODSTAWOWA NR 4 IM. JANA PAWŁA II W ŁAŃCUCIE,łańcucki,Łańcut,Łańcut,ul. Jana Kochanowskiego,6,172250080,lancutsp4@op.pl,48172490413,edukacja@um-lancut.pl,nie posiada,690581755,,803041,106508,123781,659@mail.pl,www.sp4lancut.pl,Agnieszka,Zięba,brak,brak,97,132,229,średnia
660,106636,1132181,8132675762,SZKOŁA PODSTAWOWA IM.MARII KONOPNICKIEJ W KĄKOLÓWCE,rzeszowski,Błażowa,Kąkolówka,,466,172297774,spkakolowka@gmail.com,172297119,gmina@blazowa.com.pl,blazowa.com.pl,690581991,8133299999,1132181,106636,123782,660@mail.pl,spkakolowka.pl,Rafał,Drozd-Ulijasz,brak,brak,26,35,61,mała
661,106639,1132169,8132294190,SZKOŁA PODSTAWOWA IM.GENERAŁA BRYGADY MIECZYSŁAWA BORUTY-SPIECHOWICZA W NOWYM BORKU,rzeszowski,Błażowa,Nowy Borek,,331,172298235,spnborek@gmail.com,172297119,gmina@blazowa.com.pl,https://blazowa.com.pl/,690581991,8133299999,1132169,106639,123783,661@mail.pl,spnborek.ostnet.pl,Jolanta,Flis,brak,brak,27,51,78,mała
662,106643,1132206,8132727772,SZKOŁA PODSTAWOWA IM.JANA PAWŁA II W PIĄTKOWEJ,rzeszowski,Błażowa,Piątkowa,,429,172297682,sp.piatkowa429@gmail.com,172297119,gmina@blazowa.com.pl,blazowa.com.pl,690581991,8133299999,1132206,106643,123784,662@mail.pl,sp-piatkowa.edupage.org,Elżbieta,Duma,brak,brak,14,21,35,mała
663,107195,370007366,6871001537,SZKOŁA PODSTAWOWA NR1 IM. GEN. BRONISŁAWA PRUGARA-KETLINGA,sanocki,Sanok,Sanok,ul. Aleja Szwajcarii,5,,sp1sanok@op.pl,134652848,wet@um.sanok.pl,www.sanok.pl,370440710,,370007366,107195,123785,663@mail.pl,sp1.sanok.pl,Maria,Grębowiec,brak,brak,221,222,443,duża
664,107196,370004190,6871091055,SZKOŁA PODSTAWOWA NR 2 IM.ŚW. KINGI,sanocki,Sanok,Sanok,ul. Rymanowska,17,134632756,sekretariat@sp2sanok.pl,134652854,wet@um.sanok.pl,sanok.pl,370440710,,370004190,107196,123786,664@mail.pl,sp2sanok.pl,Bartłomiej,Kozieja,brak,brak,163,197,360,duża
665,107197,1231635,6871259589,SZKOŁA PODSTAWOWA NR 3 IM.TADEUSZA KOŚCIUSZKI,sanocki,Sanok,Sanok,ul. Stróżowska,4,,sp3.sanok@gmail.com,134652848,wet@um.sanok.pl,www.sanok.pl,370440710,,1231635,107197,123787,665@mail.pl,sp3.sanok.pl,Miłosz,Bieńko,brak,brak,119,136,255,duża
666,107354,261781,8132857641,PUBLICZNA SZKOŁA PODSTAWOWA IM.KRÓLA WŁADYSŁAWA JAGIEŁŁY I ANNY JENKE W BŁAŻOWEJ,rzeszowski,Błażowa,Błażowa,ul. Armii Krajowej,11,,zs.spblazowa@gmail.com,172297119,blazowa@blazowa.itl.pl,https://blazowa.com.pl/,690581991,8133299999,261781,107354,123788,666@mail.pl,http://www.sp.blazowa.net/,Maria,Nowak-Maluchnik,brak,brak,109,114,223,średnia
667,108690,1214335,6871702027,SZKOŁA PODSTAWOWA W NIEBIESZCZANACH,sanocki,Sanok,Niebieszczany,,492,134675896,spniebieszczany@gminasanok.pl,134656580,sapo@gminasanok.pl,https://gminasanok.pl,370440749,,1214335,108690,123789,667@mail.pl,www.spniebieszczany.szkolna.net,Danuta,Czerkowicz,brak,brak,46,44,90,mała
668,109140,595594,6852256466,SZKOŁA PODSTAWOWA IM. BŁ. KS. WŁADYSŁAWA FINDYSZA - MĘCZENNIKA W NOWYM ŻMIGRODZIE,jasielski,Nowy Żmigród,Nowy Żmigród,ul. Mickiewicza,4,134415031,nzsp@poczta.onet.pl,134482639,cuw@nowyzmigrod.eu,nie posiada,370440347,6851651551,595594,109140,123790,668@mail.pl,nowyzmigrod.edu.pl,Alicja,Tymcio,brak,brak,81,80,161,średnia
669,109303,1200250,6861470584,SZKOŁA PODSTAWOWA W ZMIENNICY,brzozowski,Brzozów,Zmiennica,,29,,spzmiennica@poczta.onet.pl,134341050,um_brzozow@brzozow.pl,https://brzozow.pl,370440235,,1200250,109303,123791,669@mail.pl,http://spzmiennica.cba.pl,Jan,Kurecka,brak,brak,41,26,67,mała
670,109407,1199989,6861568739,SZKOŁA PODSTAWOWA IM. M.KONOPNICKIEJW GRABOWNICY STARZEŃSKIEJ,brzozowski,Brzozów,Grabownica Starzeńska,,584,134395012,szkola@spgrabownica.pl,134341050,um_brzozow@brzozow.pl,www.brzozow.pl,370440235,,1199989,109407,123792,670@mail.pl,www.spgrabownica.pl,Mariusz,Pyzik,brak,brak,96,97,193,średnia
